example_id                                               | status | run_time        |
-------------------------------------------------------- | ------ | --------------- |
./spec/models/ingredient_entry_processor_spec.rb[1:1:1]  | passed | 0.00083 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:1:2]  | passed | 0.00109 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:1:3]  | passed | 0.0015 seconds  |
./spec/models/ingredient_entry_processor_spec.rb[1:1:4]  | passed | 0.00156 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:1:5]  | passed | 0.00086 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:2:1]  | passed | 0.00101 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:2:2]  | passed | 0.0012 seconds  |
./spec/models/ingredient_entry_processor_spec.rb[1:2:3]  | passed | 0.00156 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:2:4]  | passed | 0.00158 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:2:5]  | passed | 0.00157 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:3:1]  | passed | 0.00078 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:3:2]  | passed | 0.00088 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:3:3]  | passed | 0.0009 seconds  |
./spec/models/ingredient_entry_processor_spec.rb[1:3:4]  | passed | 0.001 seconds   |
./spec/models/ingredient_entry_processor_spec.rb[1:3:5]  | passed | 0.00095 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:4:1]  | passed | 0.00062 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:4:2]  | passed | 0.00083 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:4:3]  | passed | 0.00096 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:4:4]  | passed | 0.00094 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:4:5]  | passed | 0.00138 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:5:1]  | passed | 0.00062 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:5:2]  | passed | 0.00083 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:5:3]  | passed | 0.0012 seconds  |
./spec/models/ingredient_entry_processor_spec.rb[1:5:4]  | passed | 0.0015 seconds  |
./spec/models/ingredient_entry_processor_spec.rb[1:5:5]  | passed | 0.00115 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:6:1]  | passed | 0.00075 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:6:2]  | passed | 0.00074 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:6:3]  | passed | 0.00132 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:6:4]  | passed | 0.00068 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:6:5]  | passed | 0.00117 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:7:1]  | passed | 0.00076 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:7:2]  | passed | 0.00066 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:7:3]  | passed | 0.0006 seconds  |
./spec/models/ingredient_entry_processor_spec.rb[1:7:4]  | passed | 0.00076 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:7:5]  | passed | 0.00064 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:8:1]  | passed | 0.00062 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:8:2]  | passed | 0.00078 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:8:3]  | passed | 0.0011 seconds  |
./spec/models/ingredient_entry_processor_spec.rb[1:8:4]  | passed | 0.00066 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:8:5]  | passed | 0.0011 seconds  |
./spec/models/ingredient_entry_processor_spec.rb[1:9:1]  | passed | 0.00118 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:9:2]  | passed | 0.00078 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:9:3]  | passed | 0.00116 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:9:4]  | passed | 0.00082 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:9:5]  | passed | 0.00136 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:10:1] | passed | 0.00076 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:10:2] | passed | 0.00074 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:10:3] | passed | 0.0009 seconds  |
./spec/models/ingredient_entry_processor_spec.rb[1:10:4] | passed | 0.00068 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:10:5] | passed | 0.00116 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:11:1] | passed | 0.00098 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:11:2] | passed | 0.00074 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:11:3] | passed | 0.0011 seconds  |
./spec/models/ingredient_entry_processor_spec.rb[1:11:4] | passed | 0.00173 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:11:5] | passed | 0.0015 seconds  |
./spec/models/ingredient_entry_processor_spec.rb[1:12:1] | passed | 0.00061 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:12:2] | passed | 0.00068 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:12:3] | passed | 0.00064 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:12:4] | passed | 0.00063 seconds |
./spec/models/ingredient_entry_processor_spec.rb[1:12:5] | passed | 0.00076 seconds |
./spec/models/ingredient_entry_spec.rb[1:1:1]            | passed | 0.00176 seconds |
./spec/models/ingredient_set_spec.rb[1:1:1]              | passed | 0.00143 seconds |
./spec/models/ingredients_processor_spec.rb[1:1:1]       | passed | 0.00066 seconds |
./spec/models/ingredients_processor_spec.rb[1:1:2]       | passed | 0.00156 seconds |
./spec/models/legacy_csv/importer_spec.rb[1:1:1]         | passed | 0.66106 seconds |
./spec/models/legacy_csv/importer_spec.rb[1:1:2]         | passed | 0.65048 seconds |
./spec/models/legacy_csv/importer_spec.rb[1:1:3]         | passed | 0.53637 seconds |
./spec/models/legacy_csv/importer_spec.rb[1:1:4]         | passed | 0.70774 seconds |
./spec/models/recipe_importer_spec.rb[1:1:1]             | passed | 0.28552 seconds |
./spec/models/recipe_importer_spec.rb[1:1:2]             | passed | 0.22462 seconds |
./spec/models/recipe_importer_spec.rb[1:1:3]             | passed | 0.23444 seconds |
./spec/models/recipe_importer_spec.rb[1:1:4]             | passed | 0.39994 seconds |
./spec/models/recipe_importer_spec.rb[1:1:5]             | passed | 0.25538 seconds |
./spec/models/recipe_importer_spec.rb[1:1:6]             | passed | 0.3589 seconds  |
./spec/models/recipe_importer_spec.rb[1:2:1]             | passed | 0.28155 seconds |
./spec/models/recipe_importer_spec.rb[1:3:1]             | passed | 0.28452 seconds |
./spec/models/recipe_importer_spec.rb[1:4:1]             | passed | 0.34792 seconds |
./spec/models/recipe_importer_spec.rb[1:5:1]             | passed | 1.22 seconds    |
./spec/models/recipe_importer_spec.rb[1:5:2]             | passed | 1.21 seconds    |
./spec/models/recipe_importer_spec.rb[1:6:1]             | passed | 0.42238 seconds |
./spec/models/recipe_importer_spec.rb[1:6:2]             | passed | 0.5561 seconds  |
./spec/models/recipe_importer_spec.rb[1:6:3]             | passed | 0.29178 seconds |
./spec/models/recipe_importer_spec.rb[1:7:1]             | passed | 0.28061 seconds |
./spec/models/recipe_importer_spec.rb[1:8:1]             | passed | 0.33896 seconds |
./spec/models/recipe_spec.rb[1:1:1]                      | passed | 0.65378 seconds |
./spec/models/recipe_spec.rb[1:1:2]                      | passed | 0.00157 seconds |
./spec/models/recipe_spec.rb[1:1:3]                      | passed | 0.00123 seconds |
./spec/models/recipe_spec.rb[1:1:4]                      | passed | 0.00127 seconds |
./spec/models/recipe_spec.rb[1:1:5]                      | passed | 0.00244 seconds |
./spec/models/recipe_spec.rb[1:1:6]                      | passed | 0.00174 seconds |
./spec/models/recipe_spec.rb[1:1:7]                      | passed | 0.0022 seconds  |
./spec/models/recipe_spec.rb[1:1:8]                      | passed | 0.31167 seconds |
./spec/models/recipe_spec.rb[1:1:9]                      | passed | 0.00228 seconds |
./spec/models/recipe_spec.rb[1:1:10]                     | passed | 0.00122 seconds |
